bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
34687720,Gold,rory mcilroy moved to within a shot of joint leaders victor dubuisson and jaco van zyl after the third round of the turkish airlines open.,intrinsic,rory,1,5,wid_2,,mcilroy moved to within a shot of joint leaders victor dubuisson and jaco van zyl after the third round of the turkish airlines open.
34687720,Gold,rory mcilroy moved to within a shot of joint leaders victor dubuisson and jaco van zyl after the third round of the turkish airlines open.,intrinsic,joint leaders victor dubuisson and jaco van zyl,40,87,wid_2,rory mcilroy moved to within a shot of ,after the third round of the turkish airlines open.
34687720,Gold,rory mcilroy moved to within a shot of joint leaders victor dubuisson and jaco van zyl after the third round of the turkish airlines open.,extrinsic,airlines,125,133,wid_2,rory mcilroy moved to within a shot of joint leaders victor dubuisson and jaco van zyl after the third round of the turkish ,open.
35733710,Gold,faissal el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr.,extrinsic,faissal el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr,1,106,wid_0,,
35733710,Gold,faissal el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr.,extrinsic,faissal el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr,1,106,wid_1,,
35733710,Gold,faissal el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr.,extrinsic,faissal,1,8,wid_2,,el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr.
35733710,Gold,faissal el bakhtaoui netted a second-half double as league one leaders dunfermline claimed victory at ayr.,extrinsic,netted a second-half double as league one leaders dunfermline claimed victory,22,99,wid_2,faissal el bakhtaoui ,at ayr.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,extrinsic,warren,1,7,wid_0,,gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,intrinsic,hopes the power of ``frustration\'\'can inspire,16,61,wid_0,warren gatland ,e wales to a third successive post-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,extrinsic,successive post,79,94,wid_0,warren gatland hopes the power of ``frustration\'\'can inspire wales to a thir,t-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,extrinsic,warren,1,7,wid_1,,gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,intrinsic,hopes the power of ``frustration\'\'can inspire,16,61,wid_1,warren gatland ,e wales to a third successive post-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,extrinsic,successive post,79,94,wid_1,warren gatland hopes the power of ``frustration\'\'can inspire wales to a thir,t-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,extrinsic,warren,1,7,wid_2,,gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.
35419902,Gold,warren gatland hopes the power of ``frustration\'\'can inspire wales to a third successive post-world cup grand slam.,intrinsic,third successive,73,89,wid_2,warren gatland hopes the power of ``frustration\'\'can inspire wales to ,e post-world cup grand slam.
33002541,Gold,"a fire involving about 100 tonnes of waste wood and rubbish in newport was started deliberately, the police and fire service have said.",extrinsic,"a fire involving about 100 tonnes of waste wood and rubbish in newport was started deliberately, the police and fire service have said",1,135,wid_0,,
33002541,Gold,"a fire involving about 100 tonnes of waste wood and rubbish in newport was started deliberately, the police and fire service have said.",extrinsic,"a fire involving about 100 tonnes of waste wood and rubbish in newport was started deliberately, the police and fire service have said",1,135,wid_1,,
33002541,Gold,"a fire involving about 100 tonnes of waste wood and rubbish in newport was started deliberately, the police and fire service have said.",extrinsic,"a fire involving about 100 tonnes of waste wood and rubbish in newport was started deliberately, the police and fire service have said",1,135,wid_2,,
37895159,Gold,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\'.,extrinsic,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\',1,105,wid_0,,\'.
37895159,Gold,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\'.,extrinsic,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\',1,105,wid_1,,\'.
37895159,Gold,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\'.,extrinsic,boss eddie,13,23,wid_2,bournemouth ,howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\'.
37895159,Gold,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is ``baffling\'\'.,extrinsic,baffling,95,103,wid_2,bournemouth boss eddie howe admits his side\'s sudden lack of confidence in front of goal is `,\'\'.
34490431,Gold,"star wars and harry potter star warwick davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan.",extrinsic,warwick,33,40,wid_0,star wars and harry potter star ,"davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan."
34490431,Gold,"star wars and harry potter star warwick davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan.",extrinsic,ewok in return of the jedi,62,88,wid_0,"star wars and harry potter star warwick davis, who played an ", has taken to twitter to help recover his stolen caravan.
34490431,Gold,"star wars and harry potter star warwick davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan.",extrinsic,warwick,33,40,wid_1,star wars and harry potter star ,"davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan."
34490431,Gold,"star wars and harry potter star warwick davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan.",extrinsic,ewok in return of the jedi,62,88,wid_1,"star wars and harry potter star warwick davis, who played an ", has taken to twitter to help recover his stolen caravan.
34490431,Gold,"star wars and harry potter star warwick davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan.",extrinsic,warwick,33,40,wid_2,star wars and harry potter star ,"davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan."
34490431,Gold,"star wars and harry potter star warwick davis, who played an ewok in return of the jedi, has taken to twitter to help recover his stolen caravan.",extrinsic,ewok in return of the jedi,62,88,wid_2,"star wars and harry potter star warwick davis, who played an ", has taken to twitter to help recover his stolen caravan.
37138944,Gold,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.,extrinsic,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game,1,147,wid_0,,.
37138944,Gold,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.,extrinsic,three-match winning run,17,40,wid_1,bradford city\'s, came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.
37138944,Gold,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.,extrinsic,valley parade,106,119,wid_1,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at, despite dominating the game.
37138944,Gold,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.,extrinsic,three-match winning,17,36,wid_2,bradford city\'s, run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.
37138944,Gold,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at valley parade despite dominating the game.,extrinsic,valley parade despite dominating the game,106,147,wid_2,bradford city\'s three-match winning run came to an end as they were held to a draw by oldham athletic at,.
32278778,Gold,"tunisia and morocco\'s differences with the confederation of african football (caf) are in the past, both north african nations say.",intrinsic,north african nations say,106,131,wid_0,"tunisia and morocco\'s differences with the confederation of african football (caf) are in the past, both",.
32278778,Gold,"tunisia and morocco\'s differences with the confederation of african football (caf) are in the past, both north african nations say.",intrinsic,north african nations say,106,131,wid_1,"tunisia and morocco\'s differences with the confederation of african football (caf) are in the past, both",.
32278778,Gold,"tunisia and morocco\'s differences with the confederation of african football (caf) are in the past, both north african nations say.",intrinsic,north african nations say,106,131,wid_2,"tunisia and morocco\'s differences with the confederation of african football (caf) are in the past, both",.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,liverpool boss jurgen,1,22,wid_0,,klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,``everything i can\'\'to help,45,72,wid_0,liverpool boss jurgen klopp says he will do ,p steven gerrard develop into ``the best manager he can be\'\'.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,``the best manager he can be\'\',101,131,wid_0,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop int,'\'.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,liverpool boss jurgen,1,22,wid_1,,klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,``everything i can\'\'to help,45,72,wid_1,liverpool boss jurgen klopp says he will do ,p steven gerrard develop into ``the best manager he can be\'\'.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,``the best manager he can be\'\',101,131,wid_1,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop int,'\'.
38722314,Gold,liverpool boss jurgen klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.,extrinsic,boss jurgen,11,22,wid_2,liverpool ,klopp says he will do ``everything i can\'\'to help steven gerrard develop into ``the best manager he can be\'\'.
40639020,Gold,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say.",extrinsic,unarmed black teenager in the head,37,71,wid_0,a former police officer who shot an ,"has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say."
40639020,Gold,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say.",extrinsic,us state of texas,145,162,wid_0,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the ",say.
40639020,Gold,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say.",extrinsic,unarmed black teenager in the head,37,71,wid_1,a former police officer who shot an ,"has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say."
40639020,Gold,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say.",extrinsic,us state,145,153,wid_1,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the ",of texas say.
40639020,Gold,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say.",extrinsic,unarmed black teenager in the head,37,71,wid_2,a former police officer who shot an ,"has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say."
40639020,Gold,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the us state of texas say.",extrinsic,us state of texas,145,162,wid_2,"a former police officer who shot an unarmed black teenager in the head has been indicted on a murder charge by a grand jury, prosecutors in the ",say.
32457391,Gold,two men have stolen a five-figure sum of money during an armed robbery at a post office in glasgow.,extrinsic,five-figure sum of money during an armed robbery,23,71,wid_0,two men have stolen a ,at a post office in glasgow.
32457391,Gold,two men have stolen a five-figure sum of money during an armed robbery at a post office in glasgow.,extrinsic,glasgow,92,99,wid_0,two men have stolen a five-figure sum of money during an armed robbery at a post office in ,
32457391,Gold,two men have stolen a five-figure sum of money during an armed robbery at a post office in glasgow.,extrinsic,five-figure sum of money during an armed robbery,23,71,wid_1,two men have stolen a ,at a post office in glasgow.
32457391,Gold,two men have stolen a five-figure sum of money during an armed robbery at a post office in glasgow.,extrinsic,glasgow,92,99,wid_1,two men have stolen a five-figure sum of money during an armed robbery at a post office in ,
32457391,Gold,two men have stolen a five-figure sum of money during an armed robbery at a post office in glasgow.,extrinsic,five-figure sum,23,38,wid_2,two men have stolen a ,of money during an armed robbery at a post office in glasgow.
32457391,Gold,two men have stolen a five-figure sum of money during an armed robbery at a post office in glasgow.,extrinsic,glasgow,92,99,wid_2,two men have stolen a five-figure sum of money during an armed robbery at a post office in ,
37201780,Gold,police have arrested two people on suspicion of murder after a man\'s body was found on moorland.,extrinsic,moorland,88,96,wid_0,police have arrested two people on suspicion of murder after a man\'s body was found on,.
37201780,Gold,police have arrested two people on suspicion of murder after a man\'s body was found on moorland.,extrinsic,moorland,88,96,wid_1,police have arrested two people on suspicion of murder after a man\'s body was found on,.
37201780,Gold,police have arrested two people on suspicion of murder after a man\'s body was found on moorland.,extrinsic,moorland,88,96,wid_2,police have arrested two people on suspicion of murder after a man\'s body was found on,.
35739348,Gold,"a company is to take over a disused pharmaceutical plant in newcastle, creating up to 100 jobs.",extrinsic,100,87,90,wid_0,"a company is to take over a disused pharmaceutical plant in newcastle, creating up to ",jobs.
35739348,Gold,"a company is to take over a disused pharmaceutical plant in newcastle, creating up to 100 jobs.",extrinsic,100,87,90,wid_1,"a company is to take over a disused pharmaceutical plant in newcastle, creating up to ",jobs.
35739348,Gold,"a company is to take over a disused pharmaceutical plant in newcastle, creating up to 100 jobs.",extrinsic,100,87,90,wid_2,"a company is to take over a disused pharmaceutical plant in newcastle, creating up to ",jobs.
37970725,Gold,"the number of children and young people needing counselling about online bullying has increased by 88% over five years, according to a helpline.",extrinsic,"increased by 88% over five years, according to a helpline",87,144,wid_0,the number of children and young people needing counselling about online bullying has ,
37970725,Gold,"the number of children and young people needing counselling about online bullying has increased by 88% over five years, according to a helpline.",extrinsic,"increased by 88% over five years, according to a helpline",87,144,wid_1,the number of children and young people needing counselling about online bullying has ,
37970725,Gold,"the number of children and young people needing counselling about online bullying has increased by 88% over five years, according to a helpline.",extrinsic,"88% over five years, according to a helpline",100,144,wid_2,the number of children and young people needing counselling about online bullying has increased by ,
36790360,Gold,former premier league striker leon mckenzie is to fight for a national boxing title.,extrinsic,former premier league striker leon mckenzie is to fight for a national boxing title,1,84,wid_0,,
36790360,Gold,former premier league striker leon mckenzie is to fight for a national boxing title.,extrinsic,former premier league striker leon mckenzie is to fight for a national boxing title,1,84,wid_1,,
36790360,Gold,former premier league striker leon mckenzie is to fight for a national boxing title.,extrinsic,former premier league striker leon mckenzie is to fight for a national boxing title,1,84,wid_2,,
39935729,Gold,an appeal has been launched for public donations towards a national memorial to police officers killed in the line of duty.,intrinsic,an appeal has been launched for public donations,1,49,wid_0,,towards a national memorial to police officers killed in the line of duty.
39935729,Gold,an appeal has been launched for public donations towards a national memorial to police officers killed in the line of duty.,intrinsic,an appeal has been launched for public donations,1,49,wid_1,,towards a national memorial to police officers killed in the line of duty.
39935729,Gold,an appeal has been launched for public donations towards a national memorial to police officers killed in the line of duty.,intrinsic,an appeal has been launched for public donations,1,49,wid_2,,towards a national memorial to police officers killed in the line of duty.
35424211,Gold,st mirren have signed motherwell forward david clarkson on a loan deal until the end of the season.,extrinsic,st mirren have signed motherwell forward david clarkson on a loan deal until the end of the season,1,99,wid_0,,
35424211,Gold,st mirren have signed motherwell forward david clarkson on a loan deal until the end of the season.,extrinsic,st mirren have signed motherwell forward david clarkson on a loan deal until the end of the season,1,99,wid_1,,
35424211,Gold,st mirren have signed motherwell forward david clarkson on a loan deal until the end of the season.,extrinsic,motherwell forward david,23,47,wid_2,st mirren have signed ,clarkson on a loan deal until the end of the season.
35424211,Gold,st mirren have signed motherwell forward david clarkson on a loan deal until the end of the season.,extrinsic,loan deal until the end of the season,62,99,wid_2,st mirren have signed motherwell forward david clarkson on a ,
34743526,Gold,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the bbc has learned.",extrinsic,5.5 m,44,49,wid_0,a letting agency has been paid more than # ,"in housing benefit after its owner set up a charity to help the homeless, the bbc has learned."
34743526,Gold,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the bbc has learned.",extrinsic,bbc has learned,128,143,wid_0,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the ",
34743526,Gold,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the bbc has learned.",extrinsic,5.5 m,44,49,wid_1,a letting agency has been paid more than # ,"in housing benefit after its owner set up a charity to help the homeless, the bbc has learned."
34743526,Gold,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the bbc has learned.",extrinsic,bbc,128,131,wid_1,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the ",has learned.
34743526,Gold,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the bbc has learned.",extrinsic,5.5 m,44,49,wid_2,a letting agency has been paid more than # ,"in housing benefit after its owner set up a charity to help the homeless, the bbc has learned."
34743526,Gold,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the bbc has learned.",extrinsic,bbc has learned,128,143,wid_2,"a letting agency has been paid more than # 5.5 m in housing benefit after its owner set up a charity to help the homeless, the ",
30280942,Gold,the wedgwood museum collection has been bought from administrators after # 15.75 m was raised to save it.,intrinsic,has been bought from administrators after # 15.75 m was raised to save it,32,105,wid_0,the wedgwood museum collection ,
30280942,Gold,the wedgwood museum collection has been bought from administrators after # 15.75 m was raised to save it.,intrinsic,has been bought from administrators after # 15.75 m was raised to save it,32,105,wid_1,the wedgwood museum collection ,
30280942,Gold,the wedgwood museum collection has been bought from administrators after # 15.75 m was raised to save it.,extrinsic,15.75 m,76,83,wid_2,the wedgwood museum collection has been bought from administrators after # ,was raised to save it.
26625099,Gold,the uk wife carrying championships have a winner!,,,-1,-1,wid_0,the uk wife carrying championships have a winne,!
26625099,Gold,the uk wife carrying championships have a winner!,extrinsic,the uk wife carrying championships have a winner,1,49,wid_1,,
26625099,Gold,the uk wife carrying championships have a winner!,extrinsic,uk,5,7,wid_2,the ,wife carrying championships have a winner!
26625099,Gold,the uk wife carrying championships have a winner!,extrinsic,winner,43,49,wid_2,the uk wife carrying championships have a ,
35278963,Gold,the way that offenders sentenced to unpaid community work in england and wales are managed and supervised has been criticised by inspectors.,extrinsic,england and wales,62,79,wid_0,the way that offenders sentenced to unpaid community work in ,are managed and supervised has been criticised by inspectors.
35278963,Gold,the way that offenders sentenced to unpaid community work in england and wales are managed and supervised has been criticised by inspectors.,extrinsic,england and wales,62,79,wid_1,the way that offenders sentenced to unpaid community work in ,are managed and supervised has been criticised by inspectors.
35278963,Gold,the way that offenders sentenced to unpaid community work in england and wales are managed and supervised has been criticised by inspectors.,extrinsic,england and wales,62,79,wid_2,the way that offenders sentenced to unpaid community work in ,are managed and supervised has been criticised by inspectors.
35761017,Gold,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.,intrinsic,warned,43,49,wid_0,the international monetary fund (imf) has ,that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.
35761017,Gold,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.,intrinsic,to boost,141,149,wid_0,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take step,t global demand.
35761017,Gold,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.,intrinsic,warned,43,49,wid_1,the international monetary fund (imf) has ,that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.
35761017,Gold,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.,intrinsic,to boost,141,149,wid_1,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take step,t global demand.
35761017,Gold,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.,intrinsic,warned,43,49,wid_2,the international monetary fund (imf) has ,that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.
35761017,Gold,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take steps to boost global demand.,intrinsic,to boost,141,149,wid_2,the international monetary fund (imf) has warned that the global economy faces a growing ``risk of economic derailment\'\'and must take step,t global demand.
40613520,Gold,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county.",extrinsic,german holidaymaker,3,22,wid_0,a ,"has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county."
40613520,Gold,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county.",extrinsic,conwy county,101,113,wid_0,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in ",
40613520,Gold,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county.",extrinsic,german holidaymaker,3,22,wid_1,a ,"has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county."
40613520,Gold,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county.",extrinsic,conwy county,101,113,wid_1,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in ",
40613520,Gold,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county.",intrinsic,german holidaymaker,3,22,wid_2,a ,"has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county."
40613520,Gold,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in conwy county.",intrinsic,conwy county,101,113,wid_2,"a german holidaymaker has been fined Â # 1,000 after causing a crash which killed a motorcyclist in ",
38591554,Gold,an agreement has been reached to ensure foreign workers on freight boats serving orkney and shetland are paid at least the minimum wage.,extrinsic,foreign,41,48,wid_0,an agreement has been reached to ensure ,workers on freight boats serving orkney and shetland are paid at least the minimum wage.
38591554,Gold,an agreement has been reached to ensure foreign workers on freight boats serving orkney and shetland are paid at least the minimum wage.,extrinsic,orkney and shetland,82,101,wid_0,an agreement has been reached to ensure foreign workers on freight boats serving ,are paid at least the minimum wage.
38591554,Gold,an agreement has been reached to ensure foreign workers on freight boats serving orkney and shetland are paid at least the minimum wage.,extrinsic,orkney and shetland,82,101,wid_1,an agreement has been reached to ensure foreign workers on freight boats serving ,are paid at least the minimum wage.
38591554,Gold,an agreement has been reached to ensure foreign workers on freight boats serving orkney and shetland are paid at least the minimum wage.,extrinsic,orkney and shetland,82,101,wid_2,an agreement has been reached to ensure foreign workers on freight boats serving ,are paid at least the minimum wage.
38324244,Gold,a sydney police officer and huge star wars fan has become a local hit after creating a darth vader costume painted with the australian flag.,,,-1,-1,wid_0,a sydney police officer and huge star wars fan has become a local hit after creating a darth vader costume painted with the australian fla,.
38324244,Gold,a sydney police officer and huge star wars fan has become a local hit after creating a darth vader costume painted with the australian flag.,extrinsic,sydney,3,9,wid_1,a ,police officer and huge star wars fan has become a local hit after creating a darth vader costume painted with the australian flag.
38324244,Gold,a sydney police officer and huge star wars fan has become a local hit after creating a darth vader costume painted with the australian flag.,extrinsic,sydney,3,9,wid_2,a ,police officer and huge star wars fan has become a local hit after creating a darth vader costume painted with the australian flag.
40679217,Gold,three senior officials are to leave their roles at aberdeen city council.,extrinsic,aberdeen city,52,65,wid_0,three senior officials are to leave their roles at ,council.
40679217,Gold,three senior officials are to leave their roles at aberdeen city council.,extrinsic,aberdeen city,52,65,wid_1,three senior officials are to leave their roles at ,council.
40679217,Gold,three senior officials are to leave their roles at aberdeen city council.,extrinsic,aberdeen city,52,65,wid_2,three senior officials are to leave their roles at ,council.
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,memory card,5,16,wid_0,the ,"in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",extrinsic,recorder,31,39,wid_0,the memory card in the flight ,"of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,border,98,104,wid_0,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian ,"last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",extrinsic,last month,105,115,wid_0,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border ,"is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,damaged,119,126,wid_0,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is , russian investigators say.
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,memory card,5,16,wid_1,the ,"in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",extrinsic,recorder,31,39,wid_1,the memory card in the flight ,"of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,border,98,104,wid_1,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian ,"last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",extrinsic,last month,105,115,wid_1,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border ,"is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,damaged,119,126,wid_1,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is , russian investigators say.
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,memory card,5,16,wid_2,the ,"in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",extrinsic,recorder,31,39,wid_2,the memory card in the flight ,"of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,border,98,104,wid_2,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian ,"last month is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",extrinsic,last month,105,115,wid_2,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border ,"is damaged, russian investigators say."
35130953,Gold,"the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is damaged, russian investigators say.",intrinsic,damaged,119,126,wid_2,the memory card in the flight recorder of a russian fighter plane downed by turkey on the syrian border last month is , russian investigators say.
